code,name,sub_industry
001206,依依股份,生活用纸
001207,联科科技,炭黑
001208,华菱线缆,线缆部件及其他
001209,洪兴股份,非运动服装
001210,金房能源,热力服务
001211,双枪科技,其他家居
001212,中旗新材,其他建材
001213,中铁特货,铁路运输
001215,千味央厨,预加工食品
001216,华瓷股份,其他家居
001217,华尔泰,其他化学原料
001218,丽臣实业,其他化学制品
001219,青岛食品,烘焙食品
001220,世盟股份,跨境物流
001221,悍高集团,其他家居
001222,源飞宠物,娱乐用品
001223,欧克科技,其他专用设备
001225,和泰机电,其他专用设备
001226,拓山重工,工程机械零件
001227,兰州银行,城商行
001228,永泰运,供应链服务
001229,魅视科技,其他IT设备
001230,劲旅环境,固废治理
001231,农心科技,农药
001233,海安集团,轮胎轮毂
001234,泰慕士,运动服装
001236,弘业期货,期货
001237,惠康科技,制冷空调设备
001238,浙江正特,家具
001239,永达股份,工程机械零件
001255,博菲电气,线缆部件及其他
001256,炜冈科技,印刷包装机械
001257,盛龙股份,钨钼
001258,立新能源,风力发电
001259,利仁科技,厨房小家电
001260,坤泰股份,车身附件及饰件
001266,宏英智能,工业控制设备
001267,汇绿生态,网络接配及塔设
001268,联合精密,机械基础件
001269,欧晶科技,光伏辅材
001270,铖昌科技,军工电子
001277,速达股份,能源及重型设备
001278,一彬科技,车身附件及饰件
001279,强邦新材,印刷
001280,中国铀业,其他金属
001282,三联锻造,其他汽车零部件
001283,豪鹏科技,锂电池
001285,瑞立科密,底盘与发动机系统
001286,陕西能源,火力发电
001287,中电港,其他电子
001288,运机集团,其他专用设备
001289,龙源电力,风力发电
001296,长江材料,非金属材料
001298,好上好,其他电子
001299,美能能源,燃气
001300,三柏硕,娱乐用品
001301,尚太科技,电池化学品
001306,夏厦精密,机械基础件
001308,康冠科技,品牌消费电子
001309,德明利,集成电路设计
001311,多利科技,其他汽车零部件
001312,福恩股份,其他纺织
001313,粤海饲料,水产饲料
001314,亿道信息,消费电子组件
001316,润贝航科,贸易
001317,三羊马,铁路运输
001318,阳光乳业,乳制品
001319,铭科精技,车身附件及饰件
001322,箭牌家居,其他家居
001323,慕思股份,家具
001324,长青科技,轨交设备
001325,元创股份,橡胶制品
001326,联域股份,LED
001328,登康口腔,洗护用品
001330,博纳影业,发行院线
001331,胜通能源,燃气
001332,锡装股份,能源及重型设备
001333,光华股份,其他化学制品
001335,信凯科技,其他化学原料
001336,楚环科技,环保设备
001337,四川黄金,黄金
001338,永顺泰,啤酒
001339,智微智能,其他IT设备
001356,富岭股份,其他塑料制品
001358,兴欣新材,其他化学制品
001359,平安电工,非金属材料
001360,南矿集团,能源及重型设备
001365,天海电子,汽车电子电气系统
001366,播恩集团,畜禽饲料
001367,海森药业,原料药
001368,通达创智,娱乐用品
001369,双欣材料,其他化学纤维
001373,翔腾新材,光学元件
001376,百通能源,热力服务
001378,德冠新材,塑料薄膜
001379,腾达科技,金属制品
001380,华纬科技,底盘与发动机系统
001382,新亚电缆,线缆部件及其他
001386,马可波罗,其他家居
001387,雪祺电气,冰洗
001388,信通电子,电网自动化
001389,广合科技,PCB
001390,古麒绒材,其他纺织
001391,国货航,跨境物流
001393,维通利,配电设备
001395,亚联机械,其他专用设备
001396,誉帆科技,基建工程
001400,江顺科技,其他通用设备
001696,宗申动力,其他通用设备
001872,招商港口,港口
001896,豫能控股,火力发电
001914,招商积余,物业管理
001965,招商公路,高速公路
001979,招商蛇口,住宅开发
002001,新 和 成,食品助剂
002003,伟星股份,辅料
002004,华邦健康,农药
002005,ST德豪,厨房小家电
002006,精工科技,纺织服装设备
002007,华兰生物,血液制品
002008,大族激光,激光设备
002009,天奇股份,其他专用设备
002010,传化智联,供应链服务
002011,盾安环境,家电零部件
002012,凯恩股份,特种纸
002014,永新股份,塑料包装
002015,协鑫能科,电能综合服务
002016,世荣兆业,住宅开发
002017,东信和平,通信终端及配件
002019,亿帆医药,化学制剂
002020,京新药业,化学制剂
002021,中捷资源,纺织服装设备
002022,科华生物,诊断试剂
002023,海特高新,航空装备
002024,ST易购,综合电商
002025,航天电器,军工电子
002026,山东威达,机械基础件
002027,分众传媒,其他广告营销
002028,思源电气,输变电设备
002029,七 匹 狼,非运动服装
002030,达安基因,诊断试剂
002031,巨轮智能,其他专用设备
002032,苏 泊 尔,厨房小家电
002033,丽江股份,旅游景区
002034,旺能环境,固废治理
002035,华帝股份,厨房电器
002036,联创电子,光学元件
002037,保利联合,民爆制品
002038,双鹭药业,基因药物
002039,黔源电力,水力发电
002040,南 京 港,港口
002041,登海种业,种子
002042,华孚时尚,棉纺制品
002043,兔 宝 宝,其他建材
002044,美年健康,医院
002045,国光电器,消费电子组件
002046,国机精工,机械基础件
002047,宝鹰股份,装修装饰
002048,宁波华翔,车身附件及饰件
002049,紫光国微,集成电路设计
002050,三花智控,家电零部件
002051,中工国际,国际工程
002052,同洲电子,其他黑色家电
002053,云南能投,风力发电
002054,德美化工,纺织化学品
002055,ST得润,消费电子组件
002056,横店东磁,光伏电池组件
002057,中钢天源,磁性材料
002058,*ST威尔,锂电池
002059,云南旅游,休闲综合
002060,广东建工,基建工程
002061,浙江交科,基建工程
002062,宏润建设,基建工程
002063,远光软件,行业应用软件
002064,华峰化学,氨纶
002065,东华软件,行业应用软件
002066,瑞泰科技,耐火材料
002067,景兴纸业,大宗用纸
002068,黑猫股份,炭黑
002069,獐子岛,水产养殖
002072,凯瑞德,贸易
002073,软控股份,其他专用设备
002074,国轩高科,锂电池
002075,沙钢股份,特钢
002076,*ST星光,LED
002077,大港股份,半导体封测
002078,太阳纸业,大宗用纸
002079,苏州固锝,光伏辅材
002080,中材科技,玻纤制造
002081,金 螳 螂,装修装饰
002082,ST万邦,中药
002083,孚日股份,家纺
002084,海鸥住工,其他家居
002085,万丰奥威,轮胎轮毂
002086,东方海洋,水产养殖
002088,鲁阳节能,耐火材料
002090,金智科技,电网自动化
002091,江苏国泰,贸易
002092,中泰化学,氯碱
002093,国脉科技,教育培训
002094,青岛金王,化妆品
002095,生 意 宝,产联网平台服务
002096,易普力,民爆制品
002097,山河智能,工程机械整机
002098,浔兴股份,辅料
002099,海翔药业,原料药
002100,天康生物,畜禽饲料
002101,广东鸿图,车身附件及饰件
002102,ST能特,原料药
002103,广博股份,文化用品
002104,恒宝股份,通信终端及配件
002105,信隆健康,其他交通设备
002106,莱宝高科,光学元件
002107,沃华医药,中药
002108,沧州明珠,管材
002109,ST兴化,煤化工
002110,三钢闽光,长材
002111,威海广泰,航空装备
002112,三变科技,输变电设备
002114,罗平锌电,铅锌
002115,三维通信,互联网广告
002116,中国海诚,其他专业工程
002117,东港股份,印刷
002119,康强电子,半导体材料
002120,韵达股份,快递
002121,科陆电子,电工仪器
002122,ST汇洲,机床制造
002123,梦网科技,电信增值服务
002124,天邦食品,生猪养殖
002125,湘潭电化,其他化学原料
002126,银轮股份,底盘与发动机系统
002127,南极电商,综合电商
002128,电投能源,动力煤
002129,TCL中环,光伏硅片
002130,沃尔核材,其他电子
002131,利欧股份,互联网广告
002132,恒星科技,金属制品
002133,广宇集团,住宅开发
002134,天津普林,PCB
002135,东南网架,钢结构
002136,安 纳 达,钛白粉
002137,实益达,LED
002138,顺络电子,被动元件
002139,拓邦股份,其他电子
002140,东华科技,化学工程
002141,贤丰控股,动物保健
002142,宁波银行,城商行
002144,宏达高科,其他纺织
002145,钛能化学,钛白粉
002146,荣盛发展,住宅开发
002148,北纬科技,电信增值服务
002149,西部材料,钛
002150,正泰电源,金属制品
002151,北斗星通,军工电子
002152,广电运通,其他IT设备
002153,石基信息,云软件服务
002154,报 喜 鸟,非运动服装
002155,湖南黄金,黄金
002156,通富微电,半导体封测
002157,正邦科技,生猪养殖
002158,汉钟精机,制冷空调设备
002159,三特索道,旅游服务
002160,常铝股份,铝
002161,远 望 谷,其他通信设备
002162,悦心健康,陶瓷
002163,海南发展,装修装饰
002164,宁波东力,机械基础件
002165,红 宝 丽,聚氨酯
002166,莱茵生物,中药
002167,东方锆业,其他金属
002168,ST惠程,配电设备
002169,智光电气,电网自动化
002170,芭田股份,复合肥
002171,楚江新材,铜
002172,澳洋健康,医院
002173,创新医疗,医院
002174,游族网络,游戏
002175,*ST东智,仪器仪表
002176,江特电机,锂
002177,御银股份,商业物业经营
002178,延华智能,行业应用软件
002179,中航光电,军工电子
002180,奔图科技,其他IT设备
002181,粤 传 媒,大众出版
002182,宝武镁业,其他金属
002183,怡 亚 通,供应链服务
002184,海得控制,工业控制设备
002185,华天科技,半导体封测
002186,全 聚 德,餐饮
002187,广百股份,百货
002188,中天服务,物业管理
002189,中光学,光学元件
002190,成飞集成,其他汽车零部件
002191,劲嘉股份,纸包装
002192,融捷股份,锂
002193,ST如意,其他纺织
002194,武汉凡谷,网络接配及塔设
002195,岩山科技,产联网综合服务
002196,方正电机,电机制造
002197,证通电子,云基础设施服务
002198,ST嘉应,中药
002199,*ST东晶,被动元件
002200,*ST交投,园林工程
002201,九鼎新材,玻纤制造
002202,金风科技,风电整机
002203,海亮股份,铜
002204,大连重工,能源及重型设备
002205,国统股份,水泥制造
002206,海 利 得,涤纶
002207,*ST准油,油田服务
002208,合肥城建,住宅开发
002209,达 意 隆,印刷包装机械
002210,飞马国际,固废治理
002211,ST宏达,有机硅
002212,天融信,基础软件
002213,大为股份,集成电路设计
002214,*ST大立,军工电子
002215,诺 普 信,农药
002216,三全食品,预加工食品
002217,合力泰,消费电子组件
002218,拓日新能,光伏发电
002219,新里程,医院
002221,东华能源,其他石化
002222,福晶科技,光学元件
002223,鱼跃医疗,家用器械
002224,三 力 士,橡胶制品
002225,濮耐股份,耐火材料
002226,江南化工,民爆制品
002227,*ST特迅,其他发电设备
002228,合兴包装,纸包装
002229,鸿博股份,印刷
002230,科大讯飞,新兴软件
002232,启明信息,行业应用软件
002233,塔牌集团,水泥制造
002234,民和股份,肉鸡养殖
002235,安妮股份,特种纸
002236,大华股份,安防设备
002237,恒邦股份,黄金
002238,天威视讯,广播电视
002239,奥特佳,汽车电子电气系统
002240,盛新锂能,锂
002241,歌尔股份,消费电子组件
002242,九阳股份,厨房小家电
002243,力合科创,其他包装
002244,滨江集团,住宅开发
002245,蔚蓝锂芯,锂电池
002246,北化股份,民爆制品
002247,聚力文化,其他建材
002248,华东数控,机床制造
002249,大洋电机,电机制造
002250,联化科技,农药
002251,步步高,超市及便利店
002252,上海莱士,血液制品
002253,*ST智胜,行业应用软件
002254,泰和新材,氨纶
002255,海陆重工,其他发电设备
002256,兆新股份,光伏发电
002258,利尔化学,农药
002259,升达林业,燃气
002261,拓维信息,云软件服务
002262,恩华药业,化学制剂
002263,大东南,塑料薄膜
002264,新 华 都,电商服务
002265,建设工业,地面兵装
002266,浙富控股,固废治理
002267,陕天然气,燃气
002268,电科网安,其他IT设备
002269,美邦服饰,非运动服装
002270,华明装备,输变电设备
002271,东方雨虹,防水材料
002272,川润股份,其他通用设备
002273,水晶光电,光学元件
002274,华昌化工,复合肥
002275,桂林三金,中药
002276,万马股份,线缆部件及其他
002277,友阿股份,百货
002278,神开股份,能源及重型设备
002279,久其软件,基础软件
002281,光迅科技,网络接配及塔设
002282,博深股份,磨具磨料
002283,天润工业,底盘与发动机系统
002284,亚太股份,底盘与发动机系统
002285,世联行,租赁经纪
002286,保龄宝,制糖业
002287,奇正藏药,中药
002289,*ST宇顺,面板
002290,禾盛新材,家电零部件
002291,遥望科技,互联网广告
002292,奥飞娱乐,影视制作
002293,罗莱生活,家纺
002294,信立泰,化学制剂
002295,精艺股份,铜
002296,辉煌科技,其他通信设备
002297,博云新材,航空装备
002298,中电鑫龙,输变电设备
002299,圣农发展,肉鸡养殖
002300,太阳电缆,线缆部件及其他
002301,齐心集团,文化用品
002302,西部建设,水泥制品
002303,美盈森,纸包装
002304,洋河股份,白酒
002305,*ST南置,商业地产
002306,*ST云网,餐饮
002307,北新路桥,基建工程
002309,中利集团,光伏电池组件
002310,东方新能,光伏发电
002311,海大集团,水产饲料
002312,川发龙蟒,磷肥及磷化工
002313,日海智能,通信终端及配件
002314,南山控股,住宅开发
002315,焦点科技,跨境电商
002316,亚联发展,其他金融服务
002317,众生药业,中药
002318,久立特材,特钢
002319,乐通股份,涂料油墨
002320,海峡股份,航运
002321,华英农业,其他养殖
002322,理工能科,行业应用软件
002323,*ST雅博,钢结构
002324,普利特,改性塑料
002326,永太科技,氟化工
002327,富安娜,家纺
002328,新朋股份,车身附件及饰件
002329,皇氏集团,乳制品
002330,得利斯,肉制品
002331,皖通科技,行业应用软件
002332,仙琚制药,化学制剂
002333,罗普斯金,其他建材
002334,英威腾,工业控制设备
002335,科华数据,其他发电设备
002337,赛象科技,其他专用设备
002338,奥普光电,军工电子
002339,积成电子,电网自动化
002340,格林美,电池化学品
002342,巨力索具,金属制品
002343,慈文传媒,影视制作
002344,海宁皮城,商业物业经营
002345,潮宏基,钟表珠宝
002346,柘中股份,配电设备
002347,泰尔股份,机械基础件
002348,高乐股份,娱乐用品
002349,精华制药,中药
002350,北京科锐,配电设备
002351,漫步者,消费电子组件
002352,顺丰控股,快递
002353,杰瑞股份,能源及重型设备
002354,天娱数科,互联网广告
002355,兴民智通,轮胎轮毂
002356,赫美集团,多业态零售
002357,富临运业,公共交通
002358,森源电气,输变电设备
002360,ST同德,民爆制品
002361,神剑股份,合成树脂
002362,汉王科技,新兴软件
002363,隆基机械,底盘与发动机系统
002364,中恒电气,其他发电设备
002365,永安药业,原料药
002366,融发核电,能源及重型设备
002367,康力电梯,楼宇设备
002368,太极股份,行业应用软件
002369,卓翼科技,通信终端及配件
002370,亚太药业,化学制剂
002371,北方华创,半导体设备
002372,伟星新材,管材
002373,千方科技,行业应用软件
002374,中锐股份,金属包装
002375,亚厦股份,装修装饰
002376,新北洋,其他IT设备
002377,国创高新,其他建材
002378,章源钨业,钨钼
002379,宏桥控股,铝
002380,科远智慧,行业应用软件
002381,双箭股份,橡胶制品
002382,蓝帆医疗,医疗耗材
002383,合众思壮,其他通信设备
002384,东山精密,PCB
002385,大北农,畜禽饲料
002386,天原股份,氯碱
002387,维信诺,面板
002388,新亚制程,其他电子
002389,航天彩虹,航空装备
002390,信邦制药,医药流通
002391,长青股份,农药
002392,北京利尔,耐火材料
002393,力生制药,化学制剂
002394,联发股份,棉纺制品
002395,双象股份,合成革
002396,星网锐捷,系统设备
002397,梦洁股份,家纺
002398,垒知集团,其他建材
002399,海普瑞,原料药
002400,省广集团,互联网广告
002401,中远海科,行业应用软件
002402,和而泰,其他电子
002403,爱仕达,厨房小家电
002404,嘉欣丝绸,其他纺织
002405,四维图新,行业应用软件
002406,远东传动,底盘与发动机系统
002407,多氟多,氟化工
002408,齐翔腾达,有机化工原料
002409,雅克科技,半导体材料
002410,广联达,云软件服务
002412,汉森制药,中药
002413,雷科防务,军工电子
002414,高德红外,军工电子
002415,海康威视,安防设备
002416,爱施德,专业连锁
002418,康盛股份,家电零部件
002419,天虹股份,百货
002420,毅昌科技,家电零部件
002421,达实智能,行业应用软件
002422,科伦药业,化学制剂
002423,中粮资本,金融控股
002424,ST百灵,中药
002425,凯撒文化,游戏
002426,胜利精密,消费电子组件
002427,尤夫股份,涤纶
002428,云南锗业,其他金属
002429,兆驰股份,电视
002430,杭氧股份,其他专用设备
002431,ST棕榈,园林工程
002432,九安医疗,家用器械
002434,万里扬,底盘与发动机系统
002436,兴森科技,PCB
002437,誉衡药业,化学制剂
002438,江苏神通,机械基础件
002439,启明星辰,基础软件
002440,闰土股份,纺织化学品
002441,众业达,配电设备
002442,龙星科技,炭黑
002443,金洲管道,特钢
002444,巨星科技,其他通用设备
002445,中南文化,金属制品
002446,盛路通信,军工电子
002448,中原内配,底盘与发动机系统
002449,国星光电,LED
002451,摩恩电气,线缆部件及其他
